Title,Image,_287661cb_URL,c4fc20ba,f343d9ce,_7afabd84,_4b74b8bb,_4720d1a0,_4720d1a01,_4720d1a02,_85d9f2e2,_3d84afe9
Check This Apartment Up For Sale At South Agrabad Near CDA Central Mosque.,https://images-cdn.bproperty.com/thumbnails/94089-400x300.jpeg,https://www.bproperty.com/en/property/details-1987528.html,BDT,70 Lakh,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",Apartment,3,3,"1,700 sqft", Call, Email
An Apartment For Sale Is All Set For You To Settle In Khulshi Close To Green Crescent Medical Diagnostic,,https://www.bproperty.com/en/property/details-1986996.html,BDT,75 Lakh,"Khulshi Green Housing Society, Khulshi, Chattogram",Apartment,3,3,"1,254 sqft", Call, Email
"At Bayazid, flat for Sale close to Bayazid Thana",https://images-cdn.bproperty.com/thumbnails/95456-400x300.jpeg,https://www.bproperty.com/en/property/details-1986504.html,BDT,60 Lakh,"Gulbag R/A, Star Housing Society, Kulgaon, Bayazid, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
Visit This Apartment For Sale In North Kattali Near Uttar Kattali Alhaj Mostafa-hakim Degree College.,https://images-cdn.bproperty.com/thumbnails/104190-400x300.jpeg,https://www.bproperty.com/en/property/details-1984317.html,BDT,50.4 Lakh,"City Gate, 10 No. North Kattali Ward, Chattogram",Apartment,3,3,"1,120 sqft", Call, Email
Visit This Apartment For Sale In Kattali Near Uttar Kattali Alhaj Mostafa-hakim Degree College,https://images-cdn.bproperty.com/thumbnails/104367-400x300.jpeg,https://www.bproperty.com/en/property/details-1984365.html,BDT,54 Lakh,"City Gate, 10 No. North Kattali Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email
Visit This Apartment For Sale In Chasma Hill R/A Near Hossain Ahmed Chowdhury City Corporation School & College,https://images-cdn.bproperty.com/thumbnails/115481-400x300.jpeg,https://www.bproperty.com/en/property/details-1980638.html,BDT,65.2 Lakh,"Chasma Hill R/A, 7 No. West Sholoshohor Ward, Chattogram",Apartment,3,3,"1,252 sqft", Call, Email
"In The Location Of Sholoshohor, Close To Sholashohor Rail Station, A Flat Is Up For Sale",https://images-cdn.bproperty.com/thumbnails/115505-400x300.jpeg,https://www.bproperty.com/en/property/details-1980529.html,BDT,68 Lakh,"Chasma Hill R/A, 7 No. West Sholoshohor Ward, Chattogram",Apartment,3,3,"1,382 sqft", Call, Email
Apartment for Sale in Chandgaon nearby EBL ATM,https://images-cdn.bproperty.com/thumbnails/116454-400x300.jpeg,https://www.bproperty.com/en/property/details-1979787.html,BDT,50.13 Lakh,"Bahaddarhat, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,355 sqft", Call, Email
An Apartment Which Is Up For Sale At Chandgaon Near To Shabanghata Jame Moshzid,,https://www.bproperty.com/en/property/details-1979841.html,BDT,56.24 Lakh,"Bahaddarhat, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,520 sqft", Call, Email
Flat For Sale At Chandgaon Near To Shabanghata Jame Moshzid,,https://www.bproperty.com/en/property/details-1979842.html,BDT,60 Lakh,"Bahaddarhat, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,535 sqft", Call, Email
An Apartment Which Is Up For Sale At Chandgaon Near To Shabanghata Jame Moshzid,,https://www.bproperty.com/en/property/details-1979843.html,BDT,56.83 Lakh,"Bahaddarhat, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,536 sqft", Call, Email
Get Comfortable In A Nice Flat For Sale In Chandgaon R/a Nearby Arabian International Madrasah,,https://www.bproperty.com/en/property/details-1979310.html,BDT,90.75 Lakh,"A-Block Chandgaon R/A, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,650 sqft", Call, Email
An Apartment Which Is Up For Sale At Double Mooring Near To Osman Goni Jame Masjid,,https://www.bproperty.com/en/property/details-1979269.html,BDT,50 Lakh,"Muhuri Para, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3,3,"1,250 sqft", Call, Email
This 1174 Square Ft. Apartment Ready For Sale At Chawk Bazaar,,https://www.bproperty.com/en/property/details-1977646.html,BDT,52 Lakh,"Chawk Bazar, 16 No. Chawk Bazaar Ward, Chattogram",Apartment,2,2,"1,174 sqft", Call, Email
A Residential Plot Which Is Up For Sale At Pahartali Near To Masjid E Belal,,https://www.bproperty.com/en/property/details-1976816.html,BDT,2.75 Crore,"Jalalabad Housing Society, West Khulshi, 9 No. North Pahartali Ward, Chattogram",Plot,"3,640 sqft",,, Call, Email
Visit This Apartment For Sale In Khulshi Near Khulshi Police Station.,https://images-cdn.bproperty.com/thumbnails/145882-400x300.jpeg,https://www.bproperty.com/en/property/details-1974993.html,BDT,90 Lakh,"Khulshi, Chattogram",Apartment,3,3,"1,880 sqft", Call, Email
Visit This Apartment For Sale In Khulshi Near Khulshi Police Station.,https://images-cdn.bproperty.com/thumbnails/145874-400x300.jpeg,https://www.bproperty.com/en/property/details-1974994.html,BDT,1.1 Crore,"Khulshi, Chattogram",Apartment,3,3,"1,750 sqft", Call, Email
A 1275 Sq. Ft Apartment Which Is Up For Sale At Bakalia Near To Kalamia Bazar,https://images-cdn.bproperty.com/thumbnails/156658-400x300.jpeg,https://www.bproperty.com/en/property/details-1972217.html,BDT,48.45 Lakh,"18 No. East Bakalia Ward, Bakalia, Chattogram",Apartment,3,3,"1,275 sqft", Call, Email
A 1150 Sq. Ft Apartment Which Is Up For Sale At Sholokbahar Near Dutch Bangla Bank Ltd.,https://images-cdn.bproperty.com/thumbnails/148242-400x300.jpeg,https://www.bproperty.com/en/property/details-1969323.html,BDT,58 Lakh,"Sholokbahar, Chattogram",Apartment,2,2,"1,150 sqft", Call, Email
Apartment for Sale in Kazir Dewri nearby Kazir Dewri Jame Masjid,https://images-cdn.bproperty.com/thumbnails/151547-400x300.jpeg,https://www.bproperty.com/en/property/details-1963459.html,BDT,46.58 Lakh,"Kazir Dewri, Chattogram",Apartment,2,2,"1,035 sqft", Call, Email
1100 Sq Ft Flat For Sale In Chandgaon Ward Near Daliapara Government Primary School,,https://www.bproperty.com/en/property/details-1963253.html,BDT,34 Lakh,"4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,100 sqft", Call, Email
"An Apartment Is Ready For Sale At Bakalia , Near Hazrat Vola Shah (R) Majar",,https://www.bproperty.com/en/property/details-1962380.html,BDT,65 Lakh,"17 No West Bakalia Ward, Bakalia, Chattogram",Apartment,3,3,"1,350 sqft", Call, Email
1775 Sq Ft Apartment For Sale In Khulshi Hill R/a Nearby Khulshi Jame Masjid,,https://www.bproperty.com/en/property/details-1960249.html,BDT,1.25 Crore,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,3,4,"1,775 sqft", Call, Email
"Near Sholoshohor Jame Masjid, flat for Sale in Sholoshohor",,https://www.bproperty.com/en/property/details-1959770.html,BDT,60.08 Lakh,"7 No. West Sholoshohor Ward, Chattogram",Apartment,3,3,"1,335 sqft", Call, Email
"At Sholoshohor, flat for Sale close to Sholoshohor Jame Masjid",,https://www.bproperty.com/en/property/details-1959672.html,BDT,60.75 Lakh,"7 No. West Sholoshohor Ward, Chattogram",Apartment,3,3,"1,350 sqft", Call, Email
Flat for Sale in Sholoshohor close to Sholoshohor Jame Masjid,,https://www.bproperty.com/en/property/details-1959655.html,BDT,59.85 Lakh,"7 No. West Sholoshohor Ward, Chattogram",Apartment,3,3,"1,330 sqft", Call, Email
Visit This Apartment For Sale In Khulshi Near Radiant School and College.,https://images-cdn.bproperty.com/thumbnails/157507-400x300.jpeg,https://www.bproperty.com/en/property/details-1956335.html,BDT,1.6 Crore,"South Khulshi, Khulshi, Chattogram",Apartment,4,4,"3,200 sqft", Call, Email
An Apartment Which Is Up For Sale At Chandgaon Residential Area Near To Chattogram Residential School & College.,https://images-cdn.bproperty.com/thumbnails/157522-400x300.jpeg,https://www.bproperty.com/en/property/details-1955207.html,BDT,80 Lakh,"B-Block Chandgaon R/A, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,520 sqft", Call, Email
An Apartment Which Is Up For Sale At Chandgaon Residential Area Near To Chattogram Residential School & College.,https://images-cdn.bproperty.com/thumbnails/157532-400x300.jpeg,https://www.bproperty.com/en/property/details-1955212.html,BDT,35 Lakh,"B-Block Chandgaon R/A, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",Apartment,2,2,"1,004 sqft", Call, Email
Visit This Apartment For Sale In Khulshi 1 Near Shah Garibullah Housing society Jame Mashjid.,https://images-cdn.bproperty.com/thumbnails/157542-400x300.jpeg,https://www.bproperty.com/en/property/details-1955989.html,BDT,38 Lakh,"Shah Garibullah Housing Society, Khulshi 1, Uttar Lalkhan, Chattogram",Apartment,2,2,860 sqft, Call, Email
"Near Khulshi Jame Masjid, flat for Sale in Khulshi",https://images-cdn.bproperty.com/thumbnails/158536-400x300.jpeg,https://www.bproperty.com/en/property/details-1953403.html,BDT,1.65 Crore,"Khulshi, Chattogram",Apartment,3,4,"2,600 sqft", Call, Email
"Apartment For Sale In Bayazid Nearby Bayazid Thana, Chattogram Dohs",,https://www.bproperty.com/en/property/details-1953089.html,BDT,75 Lakh,"Chattogram DOHS, Bayazid, Chattogram",Apartment,3,4,"1,400 sqft", Call, Email
Visit This Apartment For Sale In South Khulshi Near Roufabad Colony Mosque.,https://images-cdn.bproperty.com/thumbnails/159174-400x300.jpeg,https://www.bproperty.com/en/property/details-1953600.html,BDT,45 Lakh,"Paharika Residential Area, South Khulshi, Khulshi, Chattogram",Apartment,3,2,"1,225 sqft", Call, Email
"An Apartment Is Ready For Sale At North Khulshi , Near Universal School and College",https://images-cdn.bproperty.com/thumbnails/160652-400x300.jpeg,https://www.bproperty.com/en/property/details-1949124.html,BDT,2.5 Crore,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,3,3,"2,525 sqft", Call, Email
Pleasant Apartment Covering An Area Of 2000 Sq Ft Is Waiting To Sale At Jangalpara,https://images-cdn.bproperty.com/thumbnails/165999-400x300.jpeg,https://www.bproperty.com/en/property/details-1947126.html,BDT,85 Lakh,"Jangalpara, 7 No. West Sholoshohor Ward, Chattogram",Apartment,3,3,"2,000 sqft", Call, Email
A Beautiful Apartment Is Up For Sale At Khulshi Near Khulshi Jame Masjid,https://images-cdn.bproperty.com/thumbnails/166173-400x300.jpeg,https://www.bproperty.com/en/property/details-1946846.html,BDT,90 Lakh,"South Khulshi, Khulshi, Chattogram",Apartment,3,4,"1,739 sqft", Call, Email
Visit This Apartment For Sale In Ali Nagar Near Hamzarbag Primary School.,https://images-cdn.bproperty.com/thumbnails/166145-400x300.jpeg,https://www.bproperty.com/en/property/details-1946552.html,BDT,36 Lakh,"Ali Nagar, Bayazid, Chattogram",Apartment,3,2,"1,200 sqft", Call, Email
"A Residential Building Is Ready For Sale At Patenga , Near Hazrat Osman Goni Zame Mosque",https://images-cdn.bproperty.com/thumbnails/167207-400x300.jpeg,https://www.bproperty.com/en/property/details-1942398.html,BDT,85 Lakh,"Dail Para, 41 No. South Patenga Ward, Patenga, Chattogram",Building,8,4,"2,160 sqft", Call, Email
"1,150 Sq. Ft. Flat Is vacant For You Next Living, At Double Mooring",https://images-cdn.bproperty.com/thumbnails/129377-400x300.jpeg,https://www.bproperty.com/en/property/details-1941539.html,BDT,46 Lakh,"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,2,"1,150 sqft", Call, Email
Visit This Apartment For Sale In Shahid Nagar Near Delowar Company Jame Masjid,https://images-cdn.bproperty.com/thumbnails/167989-400x300.jpeg,https://www.bproperty.com/en/property/details-1940130.html,BDT,45 Lakh,"Oxygen, Bayazid, Chattogram",Apartment,3,3,"1,370 sqft", Call, Email
A Nicely Planned Flat Is Up For Sale In South Khulsi Nearby South Khulsi Jame Mosjid,https://images-cdn.bproperty.com/thumbnails/168666-400x300.jpeg,https://www.bproperty.com/en/property/details-1937474.html,BDT,72 Lakh,"South Khulshi, Khulshi, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
At Khulshi flat for Sale close to Khulshi Jame Masjid,https://images-cdn.bproperty.com/thumbnails/170972-400x300.jpeg,https://www.bproperty.com/en/property/details-1926529.html,BDT,1.4 Crore,"South Khulshi, Khulshi, Chattogram",Apartment,3,4,"2,000 sqft", Call, Email
Offering You A Nice Flat For Sale In South Khulshi Near Khulshi Police Station,,https://www.bproperty.com/en/property/details-1926121.html,BDT,2.5 Crore,"South Khulshi, Khulshi, Chattogram",Apartment,2,3,"2,222 sqft", Call, Email
"This Constructed Flat For sale In Lal Khan Bazaar , Near by Sun Shine School.",,https://www.bproperty.com/en/property/details-1920759.html,BDT,72 Lakh,"Dampara, 14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",Apartment,3,3,"1,372 sqft", Call, Email
"A Flat Can Be Found In Nasirabad For Sale , Near Asian University For Women",,https://www.bproperty.com/en/property/details-1919427.html,BDT,2 Crore,"O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",Apartment,4,4,"2,600 sqft", Call, Email
"A Flat Can Be Found In Chandgaon R/a For Sale, Near Chandgaon Government Primary School",,https://www.bproperty.com/en/property/details-1919062.html,BDT,1.2 Crore,"Chandrima, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"2,400 sqft", Call, Email
1550 Purpose This Nice Flat Is Now Up For sale In South Khulshi Near Khulshi Police Station,,https://www.bproperty.com/en/property/details-1918471.html,BDT,75 Lakh,"South Khulshi, Khulshi, Chattogram",Apartment,3,3,"1,550 sqft", Call, Email
A Nicely Planned Building Is Up For Sale In North Patenga Nearby Eastern Refinery Model High School,,https://www.bproperty.com/en/property/details-1915111.html,BDT,1 Crore,"Khejur Tola, Hossain Ahmed Para, 40 No. North Patenga Ward, Patenga, Chattogram",Building,7,8,"2,400 sqft", Call, Email
This Apartment Up For sale At Dampara Near Lalkhan Bazar Jame Mosjid.,,https://www.bproperty.com/en/property/details-1915559.html,BDT,60 Lakh,"Dampara, 14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email
"An Apartment Up For Sale Is Located At Lal Khan Bazaar , Near To Lalkhan Bazar Jame Mosjid.",,https://www.bproperty.com/en/property/details-1915677.html,BDT,75 Lakh,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
Startling Flat For Sale In Khulshi Nearby Port City International University,https://images-cdn.bproperty.com/thumbnails/183078-400x300.jpeg,https://www.bproperty.com/en/property/details-1903121.html,BDT,1.05 Crore,"South Khulshi, Khulshi, Chattogram",Apartment,3,3,"2,224 sqft", Call, Email
Visit this apartment for sale in Bayazid near Hillview Jame Masjid,https://images-cdn.bproperty.com/thumbnails/179257-400x300.jpeg,https://www.bproperty.com/en/property/details-1854125.html,BDT,47.02 Lakh,"Block B, Hill View R/A, Bayazid, Chattogram",Apartment,2,2,"1,045 sqft", Call, Email
Choose Your Destination At 1400 Sq Ft Flat Which Is Available For Sale In North Pahartali Near Ferozshah Colony Government Primary School,https://images-cdn.bproperty.com/thumbnails/391681-400x300.jpeg,https://www.bproperty.com/en/property/details-1831607.html,BDT,70 Lakh,"Lake Valley R/A, 9 No. North Pahartali Ward, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
An Apartment For Sale In South Khulsi Near Ab Bank Limited,https://images-cdn.bproperty.com/thumbnails/1157364-400x300.jpeg,https://www.bproperty.com/en/property/details-1830832.html,BDT,1.24 Crore,"Khulshi, Chattogram",Apartment,3,3,"1,775 sqft", Call, Email
Choose your destination at 900 SQ FT flat which is available for sale in South Khulsi near to Paharika Jame Masjid,https://images-cdn.bproperty.com/thumbnails/411583-400x300.jpeg,https://www.bproperty.com/en/property/details-1805182.html,BDT,45 Lakh,"South Khulshi, Khulshi, Chattogram",Apartment,2,2,900 sqft, Call, Email
"Move-In And Inhabit This 1600 Sq Ft Flat For Sale In North Khulsi, Near Port City International University",,https://www.bproperty.com/en/property/details-1792740.html,BDT,1.5 Crore,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,3,3,"1,600 sqft", Call, Email
"Near Bayazid Thana, flat for sale in Hill View R/A",,https://www.bproperty.com/en/property/details-1945295.html,BDT,65 Lakh,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,4,4,"1,500 sqft", Call, Email
"An Apartment Is Ready For Sale At Nasirabad, Near Rahman Nagar Jame Mosque.",,https://www.bproperty.com/en/property/details-1923745.html,BDT,64 Lakh,"Block B, Rahman Nagar, Nasirabad, Bayazid, Chattogram",Apartment,3,3,"1,280 sqft", Call, Email
An Apartment Which Is Up For Sale At Proshanti R/A Near To Proshanti Jame Masjid.,,https://www.bproperty.com/en/property/details-1921998.html,BDT,54 Lakh,"Proshanti R/A, 10 No. North Kattali Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email
An Apartment Which Is Up For Sale At Proshanti R/A Near To Proshanti Jame Masjid,,https://www.bproperty.com/en/property/details-1922000.html,BDT,50.4 Lakh,"Proshanti R/A, 10 No. North Kattali Ward, Chattogram",Apartment,3,3,"1,120 sqft", Call, Email
1224 Sq. Ft Apartment For Sale Is Located On Halishahar Housing Estate Near Hazrat Abu Bakar Siddique (R) Jame Masjid.,,https://www.bproperty.com/en/property/details-1915145.html,BDT,60 Lakh,"Block G, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,2,"1,224 sqft", Call, Email
In The Location Of Monsurabad An Apartment For Sale Near Hajrat Khaja Mansur Ali Shah (R) Mazar.,,https://www.bproperty.com/en/property/details-1911106.html,BDT,42 Lakh,"Monsurabad, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,2,930 sqft, Call, Email
"In The Location Of Chasma Hill R/a, Close To Universal School And College A Flat Is Up For Sale.",,https://www.bproperty.com/en/property/details-1907557.html,BDT,63 Lakh,"Chasma Hill R/A, 7 No. West Sholoshohor Ward, Chattogram",Apartment,3,2,"1,280 sqft", Call, Email
"An Apartment Up For Sale Is Located At Chasma Hill R/a, Near To Universal School And College.",,https://www.bproperty.com/en/property/details-1907552.html,BDT,62 Lakh,"Chasma Hill R/A, 7 No. West Sholoshohor Ward, Chattogram",Apartment,3,2,"1,180 sqft", Call, Email
"An apartment up for sale is located at Halishahar, near to Halisahar Cantonment Public School & College.",,https://www.bproperty.com/en/property/details-1903047.html,BDT,51 Lakh,"Block G, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,2,"1,224 sqft", Call, Email
"This 1175 Sq Ft Ready Apartment At Bayazid, Near Kunjachaya Jame Masjid Up For Sale.",,https://www.bproperty.com/en/property/details-1898107.html,BDT,43 Lakh,"Kunjachaya Residential Area, Bayazid, Chattogram",Apartment,3,3,"1,175 sqft", Call, Email
"Apartment Is Ready For Sale At South Khulsi, Near Dutch Bangla Bank Ltd Fast Track",,https://www.bproperty.com/en/property/details-1896229.html,BDT,1.35 Crore,"Khulshi, Chattogram",Apartment,4,5,"2,600 sqft", Call, Email
"This 2386 SQ Ft apartment ready for sale at Bagmoniram Ward, near Chittagong Tourism & Hospitality (CTH)",,https://www.bproperty.com/en/property/details-1895541.html,BDT,2.05 Crore,"O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",Apartment,4,4,"2,386 sqft", Call, Email
"This 2386 Sq Ft Apartment Up For Sale In Bagmoniram Ward, Near Health Mart Pharmacy",,https://www.bproperty.com/en/property/details-1895536.html,BDT,2.05 Crore,"O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",Apartment,4,4,"2,386 sqft", Call, Email
1560 SQ FT Apartment for Sale in Double Mooring nearby Central Mosque,,https://www.bproperty.com/en/property/details-1895361.html,BDT,60 Lakh,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",Apartment,3,4,"1,560 sqft", Call, Email
Flat For Sale Of 1370 Sq Ft In Double Mooring Near Shantibag R/a Jame Masjid,,https://www.bproperty.com/en/property/details-1892014.html,BDT,68 Lakh,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3,4,"1,370 sqft", Call, Email
Flat For Sale In Double Mooring Near Shantibag R/a Jame Masjid,,https://www.bproperty.com/en/property/details-1892059.html,BDT,60 Lakh,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3,3,"1,230 sqft", Call, Email
This Nice Flat Is Now Up For Sale In South Agrabad Near South Point Hospital,,https://www.bproperty.com/en/property/details-1890943.html,BDT,50.52 Lakh,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",Apartment,3,3,"1,075 sqft", Call, Email
1635 SQ FT Apartment for Sale in Khulshi nearby Khulshi Jame Masjid,https://images-cdn.bproperty.com/thumbnails/443092-400x300.jpeg,https://www.bproperty.com/en/property/details-1890309.html,BDT,1.25 Crore,"South Khulshi, Khulshi, Chattogram",Apartment,3,3,"1,635 sqft", Call, Email
"Apartment For Sale At Chandgaon Ward, Near Northern Public School & College",https://images-cdn.bproperty.com/thumbnails/185718-400x300.jpeg,https://www.bproperty.com/en/property/details-1863506.html,BDT,1.6 Crore,"B-Block Chandgaon R/A, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",Apartment,5,4,"2,602 sqft", Call, Email
Apartment For Sale In Lal Khan Bazaar,https://images-cdn.bproperty.com/thumbnails/327847-400x300.jpeg,https://www.bproperty.com/en/property/details-1862719.html,BDT,80 Lakh,"Dampara, 14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
"At Chand Mia Road, Nice Flat Up For Sale Near Hazrat Shah Kabir Mazar",https://images-cdn.bproperty.com/thumbnails/185927-400x300.jpeg,https://www.bproperty.com/en/property/details-1856048.html,BDT,68 Lakh,"4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,500 sqft", Call, Email
An apartment for sale is located on Bayazid near to Hillview Jame Masjid,https://images-cdn.bproperty.com/thumbnails/179700-400x300.jpeg,https://www.bproperty.com/en/property/details-1853992.html,BDT,69.25 Lakh,"Block B, Hill View R/A, Bayazid, Chattogram",Apartment,3,3,"1,385 sqft", Call, Email
Check This Nice Flat For Sale At North Agrabad Nearby Agrabad Housing Jame Mosque,https://images-cdn.bproperty.com/thumbnails/216361-400x300.jpeg,https://www.bproperty.com/en/property/details-1843044.html,BDT,48 Lakh,"Agrabad Housing Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3,2,"1,200 sqft", Call, Email
"Close to Uttara Residential Area Jame Masjid, an apartment for sale is available in Double Mooring",,https://www.bproperty.com/en/property/details-1840545.html,BDT,47 Lakh,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3,3,"1,175 sqft", Call, Email
"An apartment for sale is located at Double Mooring, near to Halishahar H-Block Jame Mosjid",,https://www.bproperty.com/en/property/details-1839647.html,BDT,42.3 Lakh,"Karnaphuly Abashik Elaka, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,2,2,940 sqft, Call, Email
Reasonable 1880 SQ FT flat is available for sale in Bagmoniram near to Kallol Super Market,,https://www.bproperty.com/en/property/details-1760925.html,BDT,1.5 Crore,"Hillview Residential Area, 15 No. Bagmoniram Ward, Chattogram",Apartment,3,4,"1,880 sqft", Call, Email
"Choose Your Destination, 1685 Sq Ft Flat Which Is Available For Sale In Bagmoniram Near To Nasirabad",,https://www.bproperty.com/en/property/details-1746242.html,BDT,1.1 Crore,"O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",Apartment,3,4,"1,685 sqft", Call, Email
A 1600 SQ FT convenient residential apartment with west view is available for sale at Lake Valley R/A near KTC,,https://www.bproperty.com/en/property/details-1712427.html,BDT,72 Lakh,"Lake Valley R/A, 9 No. North Pahartali Ward, Chattogram",Apartment,3,3,"1,600 sqft", Call, Email
See this apartment which is up for sale in Halishahar near Halishahar Ahmad Miah City Corporation High School,,https://www.bproperty.com/en/property/details-1870162.html,BDT,51.75 Lakh,"Taltola, Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,3,3,"1,150 sqft", Call, Email
Visit This Apartment For Sale In North Pahartali Ward Near Sea World Resort,,https://www.bproperty.com/en/property/details-1865840.html,BDT,45 Lakh,"West Firojshah colony, 9 No. North Pahartali Ward, Chattogram",Apartment,3,2,"1,052 sqft", Call, Email
"Apartment For Sale In 15 No. Bagmoniram Ward, Near Asian University For Women",,https://www.bproperty.com/en/property/details-1864974.html,BDT,80 Lakh,"15 No. Bagmoniram Ward, Chattogram",Apartment,3,3,"1,700 sqft", Call, Email
"This 2200 SQ Ft apartment up for sale in Chawk Bazaar Ward, near Chittagong Grammar School Lower",,https://www.bproperty.com/en/property/details-1862161.html,BDT,1.7 Crore,"16 No. Chawk Bazaar Ward, Chattogram",Apartment,4,4,"2,200 sqft", Call, Email
1355 Sq Ft Apartment For Sale In Chandgaon Nearby Chandgaon Jame Masjid,https://images-cdn.bproperty.com/thumbnails/473420-400x300.jpeg,https://www.bproperty.com/en/property/details-1856053.html,BDT,75 Lakh,"4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,355 sqft", Call, Email
"Close to Chatogram Residential School & College, a 1552 SQ FT apartment is available for sale in Halishahar",https://images-cdn.bproperty.com/thumbnails/478756-400x300.jpeg,https://www.bproperty.com/en/property/details-1851461.html,BDT,72 Lakh,"Road No 1, Block H, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,552 sqft", Call, Email
An apartment is available for sale at Double Mooring nearby Purbo Muhuri Para Jame Masjid,https://images-cdn.bproperty.com/thumbnails/186071-400x300.jpeg,https://www.bproperty.com/en/property/details-1847402.html,BDT,36 Lakh,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,2,"1,000 sqft", Call, Email
"Available in Bayazid, is a 2600 SQ FT apartment for sale, near Bangladesh Korea Technical Training Center, Chatogram",https://images-cdn.bproperty.com/thumbnails/494521-400x300.jpeg,https://www.bproperty.com/en/property/details-1840115.html,BDT,1.2 Crore,"Bayazid, Chattogram",Apartment,3,4,"2,600 sqft", Call, Email
An Apartment For Sale Is All Set For You To Settle In Khulshi Close To Khulshi Green Housing Society,https://images-cdn.bproperty.com/thumbnails/328448-400x300.jpeg,https://www.bproperty.com/en/property/details-1838241.html,BDT,75 Lakh,"Khulshi Green Housing Society, Khulshi, Chattogram",Apartment,3,3,"1,250 sqft", Call, Email
"Looking for a bigger place? try us, as we have this 1330 SQ Ft apartment ready for sale at Double Mooring, near Chattagram Maa-O-Shishu Hospital Medical College",https://images-cdn.bproperty.com/thumbnails/508313-400x300.jpeg,https://www.bproperty.com/en/property/details-1820226.html,BDT,60 Lakh,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",Apartment,3,4,"1,330 sqft", Call, Email
This 1050 Sq Ft Apartment Is Ready For Sale In Nasirabad,https://images-cdn.bproperty.com/thumbnails/510022-400x300.jpeg,https://www.bproperty.com/en/property/details-1828618.html,BDT,50 Lakh,"East Nasirabad, Chattogram",Apartment,3,2,"1,050 sqft", Call, Email
"1370 Sq Ft Flat Is Up For Sale In Bayazid, Near Trust Bank Limited Atm",https://images-cdn.bproperty.com/thumbnails/512058-400x300.jpeg,https://www.bproperty.com/en/property/details-1826864.html,BDT,75 Lakh,"Chattogram DOHS, Bayazid, Chattogram",Apartment,3,3,"1,370 sqft", Call, Email
