Title,_287661cb_URL,Image,c4fc20ba,f343d9ce,_7afabd84,_4b74b8bb,_4720d1a0,_4720d1a01,_4720d1a02,_85d9f2e2,_3d84afe9,Image3
Move in and inhabit this 1000 SQ FT properly constructed apartment for rent in Bayazid,https://www.bproperty.com/en/property/details-3599805.html,,BDT,18 Thousand,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,3,2,"1,000 sqft", Call, Email,
Well-developed 1300 SQ FT Residence up for rent in Bayazid,https://www.bproperty.com/en/property/details-3387353.html,,BDT,20 Thousand,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,3,3,"1,300 sqft", Call, Email,
Take A Glimpse Of This 850 Sq Ft Flat For Rent In Jangalpara,https://www.bproperty.com/en/property/details-4422229.html,,BDT,12 Thousand,"Jangalpara, 7 No. West Sholoshohor Ward, Chattogram",Apartment,2,2,850 sqft, Call, Email,
A Great 800 SQ FT residence for renting purposes is available in Hill View R/A,https://www.bproperty.com/en/property/details-3134696.html,,BDT,10.5 Thousand,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,2,2,800 sqft, Call, Email,
"Reside At Ease, In This 800 Sq Ft Flat For Rent In Hill View R/A, Block A",https://www.bproperty.com/en/property/details-3134695.html,https://images-cdn.bproperty.com/thumbnails/1437167-400x300.jpeg,BDT,10.5 Thousand,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,2,2,800 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Completely suitable and ready flat of 800 SQ FT for rent in Bayazid,https://www.bproperty.com/en/property/details-3134694.html,https://images-cdn.bproperty.com/thumbnails/1437165-400x300.jpeg,BDT,11 Thousand,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,2,2,800 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Reside conveniently in this well-constructed 1300 SQ FT flat for rent in Hill View R/A,https://www.bproperty.com/en/property/details-3387351.html,https://images-cdn.bproperty.com/thumbnails/1437076-400x300.jpeg,BDT,20 Thousand,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,3,3,"1,300 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Fairly Adequate Apartment Of 700 Sq Ft Is Ready For Rent In Hill View R/A, Block A",https://www.bproperty.com/en/property/details-4640573.html,https://images-cdn.bproperty.com/thumbnails/1438579-400x300.jpeg,BDT,11 Thousand,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,2,2,700 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
3 Bedroom House Is Now Up For Rent In South Khulshi Which Is An Eco Friendly Location,https://www.bproperty.com/en/property/details-5293007.html,https://images-cdn.bproperty.com/thumbnails/1436298-400x300.jpeg,BDT,25 Thousand,"South Khulshi, Khulshi, Chattogram",Apartment,3,3,"1,600 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Properly Designed This 1400 Sq Ft Apartment Is Now Up For Rent In 15 No. Bagmoniram Ward,https://www.bproperty.com/en/property/details-3541344.html,https://images-cdn.bproperty.com/thumbnails/1436216-400x300.jpeg,BDT,25 Thousand,"15 No. Bagmoniram Ward, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
For Rental Purpose This Nice 720 Sq. Ft Flat Is Now Available In Dampara -15 No. Bagmoniram Ward.,https://www.bproperty.com/en/property/details-5417786.html,https://images-cdn.bproperty.com/thumbnails/1435110-400x300.jpeg,BDT,14 Thousand,"15 No. Bagmoniram Ward, Chattogram",Apartment,2,2,720 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A Very Beautiful 1800 Sq Ft Residence Is Now Available For Rent In Panchlaish Residential Area,https://www.bproperty.com/en/property/details-4714534.html,https://images-cdn.bproperty.com/thumbnails/1431552-400x300.jpeg,BDT,35 Thousand,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",Apartment,3,4,"1,800 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"A Lovely 800 Sq Ft Home Is Available For Rent In Hill View R/a, Block B",https://www.bproperty.com/en/property/details-3388309.html,https://images-cdn.bproperty.com/thumbnails/1431053-400x300.jpeg,BDT,13 Thousand,"Block B, Hill View R/A, Bayazid, Chattogram",Apartment,2,2,800 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
900 Sq Ft Flat With 2 Cozy Bedrooms For Rent At 11 No South Kattali Ward,https://www.bproperty.com/en/property/details-4855336.html,https://images-cdn.bproperty.com/thumbnails/1430804-400x300.jpeg,BDT,10 Thousand,"11 No. South Kattali Ward, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Fairly Adequate Apartment Of 700 Sq Ft Is Ready For Rent In Port Connecting Road, 11 No. South Kattali Ward",https://www.bproperty.com/en/property/details-4855126.html,https://images-cdn.bproperty.com/thumbnails/1430471-400x300.jpeg,BDT,11 Thousand,"11 No. South Kattali Ward, Chattogram",Apartment,2,2,700 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Focus On Renting A Home For Your Family Like This 700 Sq Ft Apartment In 11 No. South Kattali Ward, Port Connecting Road",https://www.bproperty.com/en/property/details-4855123.html,,BDT,11 Thousand,"11 No. South Kattali Ward, Chattogram",Apartment,2,2,700 sqft, Call, Email,
"700 Sq Ft Flat Is Up For Rent In Port Connecting Road, 11 No. South Kattali Ward",https://www.bproperty.com/en/property/details-4855125.html,,BDT,11 Thousand,"11 No. South Kattali Ward, Chattogram",Apartment,2,2,700 sqft, Call, Email,
Reside conveniently in this well-constructed 900 SQ FT flat for rent in 6 No East Sholoshohor Ward,https://www.bproperty.com/en/property/details-3816845.html,,BDT,11 Thousand,"Monoroma Residential Area, 6 No East Sholoshohor Ward, Bakalia, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Reside conveniently in this well-constructed 1000 SQ FT flat for rent in 30 No. East Madarbari Ward,https://www.bproperty.com/en/property/details-3619980.html,https://images-cdn.bproperty.com/thumbnails/1426934-400x300.jpeg,BDT,20 Thousand,"4 No. South Nalapara, 30 No. East Madarbari Ward, Chattogram",Apartment,3,2,"1,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Relax In This Favorable Flat Of 900 Sq Ft For Rent In Bakalia,https://www.bproperty.com/en/property/details-3816866.html,https://images-cdn.bproperty.com/thumbnails/1426734-400x300.jpeg,BDT,12 Thousand,"17 No West Bakalia Ward, Bakalia, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Get comfortable in a 900 SQ FT flat for rent in Bakalia,https://www.bproperty.com/en/property/details-3816863.html,https://images-cdn.bproperty.com/thumbnails/1426706-400x300.jpeg,BDT,12 Thousand,"17 No West Bakalia Ward, Bakalia, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A Modern Flat Of 850 Sq Ft With Great Bedrooms For Rent In 9 No. North Pahartali Ward,https://www.bproperty.com/en/property/details-3457590.html,https://images-cdn.bproperty.com/thumbnails/1426674-400x300.jpeg,BDT,12 Thousand,"9 No. North Pahartali Ward, Chattogram",Apartment,2,2,850 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A Secured Flat Of 850 Sq Ft With 2 Bedrooms For Rent In 9 No. North Pahartali Ward,https://www.bproperty.com/en/property/details-3457591.html,https://images-cdn.bproperty.com/thumbnails/1426675-400x300.jpeg,BDT,12 Thousand,"9 No. North Pahartali Ward, Chattogram",Apartment,2,2,850 sqft, Call, Email,
Upgrade Your Life By Renting This 850 Sq Ft Flat In 9 No. North Pahartali Ward,https://www.bproperty.com/en/property/details-4188810.html,,BDT,12 Thousand,"Abdul Hamid Road, Foys Lake, 9 No. North Pahartali Ward, Chattogram",Apartment,2,2,850 sqft, Call, Email,
Upgrade Your Life To A Standard Medium By Renting This 1300 Sq Ft Flat In Halishahar,https://www.bproperty.com/en/property/details-4309074.html,,BDT,21 Thousand,"Halishahar Cantonment, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,300 sqft", Call, Email,
This 1000 Sq Ft Apartment Is Now Vacant For Rent In 30 No. East Madarbari Ward,https://www.bproperty.com/en/property/details-3647075.html,,BDT,17 Thousand,"30 No. East Madarbari Ward, Chattogram",Apartment,2,2,"1,000 sqft", Call, Email,
Reasonably Good Apartment Of 1100 Sq Ft Is Ready For Rent In Nasirabad,https://www.bproperty.com/en/property/details-3599613.html,,BDT,17 Thousand,"Nasirabad, Bayazid, Chattogram",Apartment,3,3,"1,100 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Get comfortable in a 1000 SQ FT flat for rent in Bayazid,https://www.bproperty.com/en/property/details-4919467.html,https://images-cdn.bproperty.com/thumbnails/1425884-400x300.jpeg,BDT,16 Thousand,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,3,2,"1,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Move in and inhabit this 1000 SQ FT properly constructed apartment for rent in 30 No. East Madarbari Ward,https://www.bproperty.com/en/property/details-3647079.html,https://images-cdn.bproperty.com/thumbnails/1425842-400x300.jpeg,BDT,17 Thousand,"30 No. East Madarbari Ward, Chattogram",Apartment,2,2,"1,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Start a new home, in this 1100 SQ FT apartment for rent in Bayazid",https://www.bproperty.com/en/property/details-3324799.html,https://images-cdn.bproperty.com/thumbnails/1425844-400x300.jpeg,BDT,16 Thousand,"Hill View R/A, Bayazid, Chattogram",Apartment,3,3,"1,100 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
This Beautiful Apartment Of 850 Sq Ft In Akbarshah Railway Colony Is Up For Rent,https://www.bproperty.com/en/property/details-5411243.html,https://images-cdn.bproperty.com/thumbnails/1425869-400x300.jpeg,BDT,12 Thousand,"Akbarshah Railway Colony, 9 No. North Pahartali Ward, Chattogram",Apartment,2,2,850 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
This 1100 Sq Ft Flat In Bayazid With A Convenient Price Is Up For Rent,https://www.bproperty.com/en/property/details-5411168.html,https://images-cdn.bproperty.com/thumbnails/1425704-400x300.jpeg,BDT,12 Thousand,"Block B, Hill View R/A, Bayazid, Chattogram",Apartment,3,3,"1,100 sqft", Call, Email,
"Get This Cozy 1300 Sq Ft Flat For Rent In Hill View R/a, Bayazid",https://www.bproperty.com/en/property/details-3620166.html,,BDT,20 Thousand,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,4,3,"1,300 sqft", Call, Email,
"Affordable And Wonderful Residential Apartment Is Up For Rent In Dc Road, 17 No West Bakalia Ward",https://www.bproperty.com/en/property/details-3752979.html,,BDT,13 Thousand,"17 No West Bakalia Ward, Bakalia, Chattogram",Apartment,2,2,950 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Feel Special By Renting This Nicely Planned 950 Sq Ft Flat In Saraipara,https://www.bproperty.com/en/property/details-4756674.html,https://images-cdn.bproperty.com/thumbnails/1419423-400x300.jpeg,BDT,10.5 Thousand,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,2,2,950 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Bringing you a 1300 SQ FT home for rent, in 4 No Chandgaon Ward",https://www.bproperty.com/en/property/details-5383517.html,https://images-cdn.bproperty.com/thumbnails/1389702-400x300.jpeg,BDT,20 Thousand,"Bahaddarhat 1K. M, Bahaddarhat, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,300 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
For Rental purpose 1050 SQ FT apartment is now up to Rent in Double Mooring,https://www.bproperty.com/en/property/details-4050121.html,https://images-cdn.bproperty.com/thumbnails/1254415-400x300.jpeg,BDT,13.5 Thousand,"25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3,2,"1,050 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Apartment Of 900 Sq Ft For Rent In Monoroma R/a,https://www.bproperty.com/en/property/details-5159353.html,https://images-cdn.bproperty.com/thumbnails/1182744-400x300.jpeg,BDT,11 Thousand,"Monoroma Residential Area, 6 No East Sholoshohor Ward, Bakalia, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Your New Home Is Waiting For You In This Flat Of 1200 Sq Ft Is Waiting For Rent At North Agrabad,https://www.bproperty.com/en/property/details-3641457.html,https://images-cdn.bproperty.com/thumbnails/1036793-400x300.jpeg,BDT,19 Thousand,"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Find 1200 SQ FT nice flat available to Rent in 30 No. East Madarbari Ward,https://www.bproperty.com/en/property/details-2075379.html,https://images-cdn.bproperty.com/thumbnails/962927-400x300.jpeg,BDT,16 Thousand,Chattogram,Apartment,2,2,"1,200 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"In This 752 Sq Ft Flat For Rent In Nasirabad, Near Nasirabad Girls' High School",https://www.bproperty.com/en/property/details-2056808.html,https://images-cdn.bproperty.com/thumbnails/911621-400x300.jpeg,BDT,15 Thousand,"East Nasirabad, Chattogram",Apartment,2,2,752 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Be The Resident Of This 1100 Sq Ft Residential Flat Available For Rent At Hill View R/A, Block A",https://www.bproperty.com/en/property/details-3599719.html,https://images-cdn.bproperty.com/thumbnails/1438555-400x300.jpeg,BDT,20 Thousand,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,3,3,"1,100 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Property In Dampara , 15 No. Bagmoniram Ward – 750 Sq Ft Flat For Rent",https://www.bproperty.com/en/property/details-5417782.html,https://images-cdn.bproperty.com/thumbnails/1435585-400x300.jpeg,BDT,14 Thousand,"15 No. Bagmoniram Ward, Chattogram",Apartment,2,2,750 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Comfortability All Around In This 760 Sq. Ft Flat Which Is Up For Rent At Dampara Beside To Bangladesh Mahila Samiti Girls' High School and College.,https://www.bproperty.com/en/property/details-5417790.html,https://images-cdn.bproperty.com/thumbnails/1435406-400x300.jpeg,BDT,12 Thousand,"15 No. Bagmoniram Ward, Chattogram",Apartment,2,2,760 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A Convenient And Well-constructed 740 Sq. Ft Flat Is For Rent Very Close To Bangladesh Mahila Samiti Girls' High School and College.,https://www.bproperty.com/en/property/details-5417784.html,https://images-cdn.bproperty.com/thumbnails/1435408-400x300.jpeg,BDT,14 Thousand,"15 No. Bagmoniram Ward, Chattogram",Apartment,2,2,740 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Visit This 800 Sq. Ft Small Apartment Which Is Up To Rent At Dampara,https://www.bproperty.com/en/property/details-5417781.html,https://images-cdn.bproperty.com/thumbnails/1435328-400x300.jpeg,BDT,14 Thousand,"15 No. Bagmoniram Ward, Chattogram",Apartment,2,2,800 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
750 Sq. Ft Flat For Rent Covering A Beautiful Area In Dampara Nearby Bangladesh Mahila Samiti Girls' High School and College.,https://www.bproperty.com/en/property/details-5417783.html,https://images-cdn.bproperty.com/thumbnails/1435109-400x300.jpeg,BDT,14 Thousand,"15 No. Bagmoniram Ward, Chattogram",Apartment,2,2,750 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
You can move into this well planned and comfortable 740 SQ FT Residential flat in Dampara for rent,https://www.bproperty.com/en/property/details-5417788.html,https://images-cdn.bproperty.com/thumbnails/1434710-400x300.jpeg,BDT,14 Thousand,"15 No. Bagmoniram Ward, Chattogram",Apartment,2,2,740 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Reside at ease, in this 800 SQ FT flat for rent in 11 No. South Kattali Ward",https://www.bproperty.com/en/property/details-5413726.html,https://images-cdn.bproperty.com/thumbnails/1429129-400x300.jpeg,BDT,14 Thousand,"11 No. South Kattali Ward, Chattogram",Apartment,2,2,800 sqft, Call, Email,
"Build A Pleasant Atmosphere In This Apartment Of 1700 Sq Ft, Ready To Rent In North Khulshi",https://www.bproperty.com/en/property/details-5412262.html,,BDT,55 Thousand,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,3,3,"1,700 sqft", Call, Email,
"A nice residential flat of 1700 SQ FT, for rent, can be found in Khulshi",https://www.bproperty.com/en/property/details-5412263.html,,BDT,55 Thousand,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,3,3,"1,700 sqft", Call, Email,
"Picture yourself, residing in this well-constructed and planned 1000 SQ FT apartment in 30 No. East Madarbari Ward for rent",https://www.bproperty.com/en/property/details-3619984.html,,BDT,20 Thousand,"4 No. South Nalapara, 30 No. East Madarbari Ward, Chattogram",Apartment,3,2,"1,000 sqft", Call, Email,
"Comfortable, convenient and well-constructed 1000 SQ FT flat for rent in Khulshi",https://www.bproperty.com/en/property/details-4504431.html,,BDT,35 Thousand,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,2,2,"1,000 sqft", Call, Email,
A rightly planned 850 SQ FT residence is found for rent in 9 No. North Pahartali Ward,https://www.bproperty.com/en/property/details-5411241.html,,BDT,12 Thousand,"Akbarshah Railway Colony, 9 No. North Pahartali Ward, Chattogram",Apartment,2,2,850 sqft, Call, Email,
"This 800 Sq Ft Flat With Cozy Rooms Is Up For Rent In Bayazid, Ali Nagar",https://www.bproperty.com/en/property/details-3138327.html,,BDT,10 Thousand,"Momin Bagh R/A, Ali Nagar, Bayazid, Chattogram",Apartment,2,2,800 sqft, Call, Email,
A nicely constructed apartment of 1200 SQ FT can be found in Sholokbahar for rent,https://www.bproperty.com/en/property/details-4707287.html,,BDT,21 Thousand,"Sholokbahar, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,
Move in and inhabit this 1200 SQ FT properly constructed apartment for rent in Sholokbahar,https://www.bproperty.com/en/property/details-4707277.html,,BDT,21 Thousand,"Sholokbahar, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,
850 Sq Ft Flat For Rent In 9 No. North Pahartali Ward,https://www.bproperty.com/en/property/details-3530848.html,,BDT,10.5 Thousand,"9 No. North Pahartali Ward, Chattogram",Apartment,2,2,850 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Take A Look At This 1150 Sq Ft Soothing Apartment, Ready To Rent In Bakalia",https://www.bproperty.com/en/property/details-3117848.html,https://images-cdn.bproperty.com/thumbnails/1424396-400x300.jpeg,BDT,16 Thousand,"17 No West Bakalia Ward, Bakalia, Chattogram",Apartment,3,3,"1,150 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"A Solidly Built 950 Sq Ft Flat Is Up For Rent In Nirapod Housing Society, Bakalia",https://www.bproperty.com/en/property/details-3526115.html,https://images-cdn.bproperty.com/thumbnails/1424316-400x300.jpeg,BDT,10 Thousand,"Nirapod Housing Society, 17 No West Bakalia Ward, Bakalia, Chattogram",Apartment,2,2,950 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Grab This 850 Sq Ft Apartment For Rent With All The Essential Home Facilities, In Bakalia",https://www.bproperty.com/en/property/details-4161067.html,https://images-cdn.bproperty.com/thumbnails/1424241-400x300.jpeg,BDT,10 Thousand,"Shanti Nagar, 17 No West Bakalia Ward, Bakalia, Chattogram",Apartment,2,2,850 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Fairly Large Apartment Of 1000 Sq Ft Is Ready For Rent In South Agrabad, Double Mooring",https://www.bproperty.com/en/property/details-3391353.html,https://images-cdn.bproperty.com/thumbnails/1424183-400x300.jpeg,BDT,14 Thousand,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",Apartment,2,2,"1,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Well Defined And Nice Living Space Of 1000 Sq Ft Is Up For Rent In Cda Residential Area, Double Mooring",https://www.bproperty.com/en/property/details-3467542.html,https://images-cdn.bproperty.com/thumbnails/1424162-400x300.jpeg,BDT,15 Thousand,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",Apartment,2,2,"1,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Well Defined And Nice Living Space Of 800 Sq Ft Is Up For Rent In Block A, Hill View R/a",https://www.bproperty.com/en/property/details-3595900.html,https://images-cdn.bproperty.com/thumbnails/1424163-400x300.jpeg,BDT,12 Thousand,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,2,2,800 sqft, Call, Email,
"800 Sq Ft Budget Friendly Flat Is Up For Rent In Nasirabad, Bayazid",https://www.bproperty.com/en/property/details-3601270.html,,BDT,12 Thousand,"Nasirabad, Bayazid, Chattogram",Apartment,2,2,800 sqft, Call, Email,
"Make This 1100 Sq Ft Flat Your Next Residing Location, Which Is Up For Rent In Askarabad ,24 No. North Agrabad Ward.",https://www.bproperty.com/en/property/details-5408809.html,,BDT,11 Thousand,"Askarabad, Dewanhat, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3,2,"1,100 sqft", Call, Email,
"A Reasonable Apartment Of 1000 Sq Ft Is Waiting To Be Rented In Askarabad, 24 No. North Agrabad Ward.",https://www.bproperty.com/en/property/details-5408800.html,,BDT,13 Thousand,"Askarabad, Dewanhat, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,2,"1,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
1500 Sq Ft Three Bedroom Flat Is Vacant For Rent At Panchlaish Residential Area,https://www.bproperty.com/en/property/details-3794544.html,https://images-cdn.bproperty.com/thumbnails/1422125-400x300.jpeg,BDT,25 Thousand,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",Apartment,3,3,"1,500 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Available For Rental Purpose, This 1500 Sq Ft Apartment In Kazir Dewri",https://www.bproperty.com/en/property/details-5169116.html,https://images-cdn.bproperty.com/thumbnails/1422120-400x300.jpeg,BDT,25 Thousand,Chattogram,Apartment,3,3,"1,500 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Reside conveniently in this well-constructed 850 SQ FT flat for rent in Bayazid,https://www.bproperty.com/en/property/details-5353861.html,https://images-cdn.bproperty.com/thumbnails/1420495-400x300.jpeg,BDT,8.5 Thousand,"Bayazid, Chattogram",Apartment,2,2,850 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Built with modern amenities, check this flat for rent which is 950 SQ FT in 17 No West Bakalia Ward",https://www.bproperty.com/en/property/details-3142877.html,https://images-cdn.bproperty.com/thumbnails/1414907-400x300.jpeg,BDT,11 Thousand,"Rasulbag R/A, 17 No West Bakalia Ward, Bakalia, Chattogram",Apartment,2,2,950 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A 900 SQ FT very reasonable medium flat is available for rent at Chandgaon,https://www.bproperty.com/en/property/details-5387839.html,https://images-cdn.bproperty.com/thumbnails/1394797-400x300.jpeg,BDT,11 Thousand,"Chandrima, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",Apartment,2,2,900 sqft, Call, Email,
"Reside Conveniently In This Well Constructed Flat For Rent In East Nasirabad, Near Nasirabad Public School",https://www.bproperty.com/en/property/details-1920412.html,,BDT,16 Thousand,"Al-Falah Housing Society, East Nasirabad, Chattogram",Apartment,2,2,900 sqft, Call, Email,
"A Cozy 900 Sq Ft Flat With Quality Of Life Your Family Deserves, Is Up For Rent In 29 No. West Madarbari Ward",https://www.bproperty.com/en/property/details-5416436.html,,BDT,17 Thousand,"2 No. Goli, 29 No. West Madarbari Ward, Chattogram",Apartment,2,2,900 sqft, Call, Email,
Affordable And Cozy Flat Is Up For Rent At 11 No. South Kattali Ward,https://www.bproperty.com/en/property/details-4855339.html,,BDT,10 Thousand,"11 No. South Kattali Ward, Chattogram",Apartment,2,2,900 sqft, Call, Email,
"Make This 700 Sq Ft Apartment Your Next Residing Location, Which Is Up To Rent In Port Connecting Road, 11 No. South Kattali Ward",https://www.bproperty.com/en/property/details-4855127.html,,BDT,11 Thousand,"11 No. South Kattali Ward, Chattogram",Apartment,2,2,700 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"This 800 Sq. Ft Apartment Which Is Up To Rent At Raufabad Residential Area, Bayazid .",https://www.bproperty.com/en/property/details-5138846.html,https://images-cdn.bproperty.com/thumbnails/1430226-400x300.jpeg,BDT,12 Thousand,"Bayazid, Chattogram",Apartment,2,2,800 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Well-built and properly designed residential apartment of 850 SQ FT in Oxygen for rent,https://www.bproperty.com/en/property/details-4318605.html,https://images-cdn.bproperty.com/thumbnails/1418904-400x300.jpeg,BDT,10 Thousand,"Oxygen Residential Area, Oxygen, Bayazid, Chattogram",Apartment,2,2,850 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Affordable and nice flat is up for rent in 9 No. North Pahartali Ward which is 1350 SQ FT,https://www.bproperty.com/en/property/details-5301164.html,https://images-cdn.bproperty.com/thumbnails/1415662-400x300.jpeg,BDT,20 Thousand,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",Apartment,3,3,"1,350 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Now you can afford to dwell well, check this 1350 SQ FT flat in 9 No. North Pahartali Ward",https://www.bproperty.com/en/property/details-5301168.html,https://images-cdn.bproperty.com/thumbnails/1414836-400x300.jpeg,BDT,20 Thousand,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",Apartment,3,3,"1,350 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Take rent of a nicely done 950 SQ FT residential apartment located at Bakalia,https://www.bproperty.com/en/property/details-3141896.html,https://images-cdn.bproperty.com/thumbnails/1411927-400x300.jpeg,BDT,13 Thousand,"Rasulbag R/A, 17 No West Bakalia Ward, Bakalia, Chattogram",Apartment,2,2,950 sqft, Call, Email,
Strongly constructed 1200 SQ FT flat is available to Rent in Balurtal,https://www.bproperty.com/en/property/details-4180063.html,,BDT,11 Thousand,"Balurtal, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
